shantenBlind,3649b1ead34804,1,0,0,0
shantenBlind,3649b1ead34804,1,0,1,0
shantenBlind,3649351e2d3138,1,1,0,0
shantenNaive,36493526984eca,1,0,0,0
shantenBlind,3649351e2d3138,1,0,1,0
shantenNaive,36493526984eca,1,1,0,0
shantenBlind,3649356064f266,1,0,0,0
shantenNaive,36493526984eca,1,0,0,0
shantenBlind,3649351e2d3138,1,0,0,0
shantenNaive,36493526984eca,1,0,0,0
shantenBlind,3649356064f266,1,0,1,0
shantenBlind,36493617a3e16c,1,0,0,0
shantenNaive,36493526984eca,1,0,0,0
shantenBlind,3649351e2d3138,1,0,0,0
shantenNaive,3649362900ea22,1,0,0,0
shantenBlind,36493617a3e16c,1,1,0,0
shantenNaive,3649367034cce2,1,0,0,0
shantenBlind,3649356064f266,1,1,0,0
shantenNaive,3649362900ea22,1,0,1,0
shantenBlind,3649351e2d3138,1,0,0,0
shantenBlind,36493617a3e16c,1,0,0,0
shantenBlind,3649356064f266,1,0,1,0
shantenBlind,364936c552c224,1,1,0,0
shantenNaive,3649362900ea22,1,0,0,0
shantenNaive,3649367034cce2,0,0,0,0
shantenBlind,3649356064f266,1,0,0,0
shantenBlind,364936e16c8ace,0,0,0,0
shantenNaive,3649362900ea22,1,0,0,0
shantenNaive,3649367034cce2,1,0,0,0
shantenBlind,36493617a3e16c,1,0,0,0
shantenBlind,364936c552c224,1,0,0,0
shantenNaive,3649367034cce2,1,0,0,0
shantenBlind,364936e16c8ace,1,1,0,0
shantenNaive,3649362900ea22,1,0,0,0
shantenBlind,364936c552c224,1,0,0,0
shantenBlind,364936e16c8ace,1,0,0,0
shantenNaive,3649367034cce2,1,0,0,0
shantenBlind,364936c552c224,1,0,0,0
shantenNaive,3649362900ea22,1,0,0,0
shantenBlind,364936e16c8ace,1,0,0,0
shantenBlind,364936c552c224,1,0,0,0
shantenNaive,3649362900ea22,1,0,0,0
shantenBlind,364936c552c224,1,0,0,0
shantenBlind,364936e16c8ace,1,0,0,0
shantenBlind,364936e16c8ace,1,0,0,0
shantenBlind,364936e16c8ace,1,0,0,0
shantenBlind,364990332aeed0,1,0,0,0
shantenBlind,364990332aeed0,1,0,0,0
shantenBlind,364990b17b179c,0,0,0,0
shantenNaive,364990c0d51276,1,0,0,0
shantenBlind,3649910b78d53e,1,1,0,0
shantenBlind,364990332aeed0,1,0,0,0
shantenBlind,364990b17b179c,1,0,0,0
shantenBlind,36499108ccb756,1,0,0,0
shantenBlind,364990b17b179c,1,0,0,0
shantenBlind,3649910b78d53e,1,1,0,0
shantenNaive,364990c0d51276,0,0,0,0
shantenBlind,36499108ccb756,1,0,1,0
shantenBlind,364990332aeed0,1,1,0,0
shantenBlind,364990b17b179c,1,0,0,0
shantenBlind,3649917988fc40,0,0,0,0
shantenBlind,36499164a2a89c,0,0,0,0
shantenBlind,36499108ccb756,1,0,1,0
shantenBlind,364990332aeed0,1,0,1,0
shantenNaive,364990c0d51276,1,0,0,0
shantenBlind,364990b17b179c,1,0,1,0
shantenBlind,3649910b78d53e,1,0,0,0
shantenNaive,364990c0d51276,1,0,0,0
shantenBlind,3649917988fc40,1,0,0,0
shantenBlind,36499164a2a89c,1,0,1,0
shantenNaive,364990c0d51276,1,0,1,0
shantenBlind,364990b17b179c,0,0,0,0
shantenBlind,3649910b78d53e,1,0,1,0
shantenBlind,3649917988fc40,1,0,0,0
shantenNaive,364990c0d51276,1,1,0,0
shantenBlind,3649917988fc40,1,0,0,0
shantenBlind,36499164a2a89c,1,0,0,0
shantenBlind,3649910b78d53e,1,0,0,0
shantenBlind,364990b17b179c,1,0,0,0
shantenBlind,364990b17b179c,1,0,1,0
shantenBlind,36499164a2a89c,1,0,0,0
shantenBlind,364990b17b179c,1,0,0,0
shantenBlind,364995a1717116,1,0,0,0
shantenBlind,364995d51bd90c,0,0,0,0
shantenBlind,364995a1717116,1,0,0,0
shantenBlind,364995d51bd90c,1,0,0,0
shantenBlind,364995d51bd90c,1,1,0,0
shantenBlind,364995a1717116,1,0,1,0
shantenBlind,364996c91daf3a,1,0,0,0
shantenBlind,364995d51bd90c,1,0,0,0
shantenBlind,364995a1717116,1,1,0,0
shantenBlind,36499910200d4a,1,0,0,0
shantenBlind,3649994dbd0ca2,1,0,1,0
shantenBlind,36499945e95832,1,0,0,0
shantenBlind,3649994b9b9c24,1,0,0,0
shantenBlind,36499950b8d832,1,0,0,0
shantenBlind,36499910200d4a,1,0,0,0
shantenBlind,3649994dbd0ca2,1,0,1,0
shantenBlind,36499945e95832,1,0,0,0
shantenBlind,3649994dbd0ca2,1,0,1,0
shantenBlind,3649994b9b9c24,1,1,0,0
shantenBlind,36499950b8d832,1,1,0,0
shantenBlind,36499910200d4a,1,0,0,0
shantenBlind,36499950b8d832,1,0,1,0
shantenBlind,36499945e95832,1,0,1,0
shantenBlind,3649994b9b9c24,1,1,0,0
shantenBlind,36499950b8d832,1,0,0,0
shantenBlind,3649994dbd0ca2,1,0,1,0
shantenBlind,3649994b9b9c24,1,0,0,0
shantenBlind,36499945e95832,1,0,0,0
shantenBlind,3649994b9b9c24,1,0,0,0
shantenBlind,36499950b8d832,1,0,1,0
shantenBlind,36499945e95832,1,0,1,0
shantenBlind,36499910200d4a,0,0,0,0
shantenBlind,3649994dbd0ca2,1,0,0,0
shantenBlind,36499950b8d832,1,1,0,0
shantenBlind,36499945e95832,1,1,0,0
shantenBlind,36499950b8d832,1,1,0,0
shantenBlind,36499950b8d832,1,0,0,0
shantenBlind,36499945e95832,1,0,0,0
shantenBlind,36499950b8d832,1,0,0,0
shantenMCS,3649ba81b3eb7c,1,1,0,0
shantenMCS,3649ba81b3eb7c,1,0,1,0
shantenMCS,3649bb99bad09a,1,0,0,0
shantenMCS,3649ba81b3eb7c,1,0,0,0
shantenMCS,3649ba81b3eb7c,1,0,1,0
shantenMCS,3649bb99bad09a,1,0,0,0
shantenMCS,3649ba81b3eb7c,0,0,0,0
shantenMCS,3649bb99bad09a,1,0,0,0
shantenMCS,3649bb99bad09a,1,0,0,0
shantenMCS,3649bdd4f077b2,1,0,0,0
shantenMCS,3649bdd4f077b2,1,0,0,0
shantenMCS,3649bdd4f077b2,1,0,0,0
shantenMCS,3649bdd4f077b2,1,0,0,0
shantenBlind,3649c3784530ce,1,0,1,0
shantenBlind,3649c3784530ce,1,0,0,0
shantenBlind,3649c3784530ce,1,0,0,0
shantenBlind,3649c3784530ce,1,0,1,0
shantenBlind,3649d8d4247444,1,0,1,0
shantenBlind,3649d8d6890a10,1,0,1,0
shantenBlind,3649d8d4247444,1,0,1,0
shantenBlind,3649d8d3f66a7c,1,0,0,0
shantenBlind,3649d906840aa8,1,1,0,0
shantenBlind,3649d8d4247444,1,0,0,0
shantenBlind,3649d90b1683fa,1,0,0,0
shantenBlind,3649d8d6890a10,1,0,1,0
shantenBlind,3649d906840aa8,1,1,0,0
shantenBlind,3649d8d3f66a7c,1,0,0,0
shantenBlind,3649d90b1683fa,1,0,0,0
shantenBlind,3649d8d4247444,1,0,0,0
shantenBlind,3649d906840aa8,1,0,1,0
shantenBlind,3649d8d6890a10,1,0,1,0
shantenBlind,3649d90b1683fa,1,1,0,0
shantenBlind,3649d8d3f66a7c,1,0,0,0
