shantenBlind,3649e74df7008a,"Kr (53,900) 63.0","やに (21,700) 2.0","NoName (20,700) -19.0","紅中 (3,700) -46.0"
shantenBlind,3649e8ee902912,"黒須透香 (52,500) 62.0","howard63 (27,500) 8.0","NoName (20,300) -20.0",renge (-300) -50.0
shantenNaive,3649e980aa845a,"rpd327 (35,300) 45.0","sugie70 (35,100) 15.0","風来坊１９５６ (17,500) -22.0","NoName (12,100) -38.0"
shantenNaive,3649e93eb359ca,"suisuici (34,900) 45.0","Fujimato (28,200) 8.0","NoName (20,200) -20.0","9ルル (16,700) -33.0"
shantenNaive,3649e927fbe560,"もふもふもふもふ (39,200) 49.0","しゅがーはぁと☆ (32,100) 12.0","さはら、かなやわ (20,100) -20.0","NoName (8,600) -41.0"
shantenBlind,3649e9b41d07d6,"とりっぽい (50,800) 61.0","mkjii (27,300) 7.0","NoName (12,300) -28.0","leithian (9,600) -40.0"
shantenNaive,3649e8fbf62dc4,"18号 (37,600) 48.0","河童様だぞ！ (25,900) 6.0","NoName (21,300) -19.0","TheWagon (15,200) -35.0"
shantenBlind,3649e9192cc720,"gorohana (69,200) 79.0","明るくなっ太郎 (12,000) -8.0","NoName (11,200) -29.0","ルーク0914 (7,600) -42.0"
shantenBlind,3649e9e205aff4,"epson103 (36,300) 47.0","NoName (25,300) 5.0","jptwldg (23,000) -17.0","コイン・ナオキ (15,400) -35.0"
shantenNaive,3649eb21f0532a,"Dongsss (42,700) 53.0","NoName (25,100) 5.0","ちゅなお (21,100) -19.0","9ルル (11,100) -39.0"
shantenNaive,3649ea06e2ae0a,"TARACO (35,400) 45.0","たかみはな (23,000) 3.0","NoName (21,000) -19.0","GdRUI (20,600) -29.0"
shantenBlind,3649ebeb595592,"灯篭 (33,600) 44.0","NoName (32,100) 12.0","Ozclock (25,000) -15.0","poppoppo (9,300) -41.0"
shantenNaive,3649eb7c17a2a4,"クッキー (35,000) 44.0","ERIC (32,700) 13.0","NoName (25,500) -14.0","Momo0303 (6,800) -43.0"
shantenBlind,3649ebb7e292d0,"ZEGEN (33,300) 43.0","NoName (29,600) 10.0","masakima (20,400) -20.0","sunny (16,700) -33.0"
shantenNaive,3649ebddda04d2,"aaa872 (37,700) 48.0","nmsdf (24,000) 4.0","masa103 (22,000) -18.0","NoName (16,300) -34.0"
shantenBlind,3649e996a7cc54,"WarioM (50,000) 59.0","nana63na (30,500) 11.0","楽しく麻雀！ (17,000) -23.0","NoName (2,500) -47.0"
shantenNaive,3649ebc08cdf38,"Dragon (36,200) 47.0","n7531123 (35,300) 15.0","動けるデブ (23,100) -17.0","NoName (5,400) -45.0"
shantenBlind,3649ed14a284fc,"有木有阿清 (47,900) 58.0","ElijahYu (30,000) 10.0","NoName (11,400) -29.0","フィーゴ爺 (10,700) -39.0"
shantenNaive,3649ece18fd77c,"けつねころけ (40,900) 51.0","けん象 (38,700) 19.0","夜桜Sphere (13,100) -27.0","NoName (7,300) -43.0"
shantenBlind,3649ed06820492,"猫の夏 (40,200) 50.0","バイオリン (31,900) 12.0","3ク３テール (21,600) -18.0","NoName (6,300) -44.0"
